time,pmt_high_voltage,pmt_current,v_p2p_ch1,v_rms_ch1,v_p2p_ch2,v_rms_ch2
1742900218.3400168,2030.0,270.305,0.6200000048,0.1871258616,0.7599999905,0.0776691213
1742900222.0722265,2035.0,271.045,3.6799998283,0.2369789034,0.6000000238,0.1919672787
1742900225.5460045,2040.0,271.815,1.8400000334,0.3254871666,1.5799999237,0.1753418893
1742900229.2118075,2044.9,272.57,1.8400000334,0.2448908091,1.6000000238,0.2452182621
1742900232.8737326,2050.0,273.345,1.5999999046,0.3355762959,1.6000000238,0.1554563642
1742900236.5649464,2055.0,274.1,1.8400000334,0.1150228307,0.4399999976,0.1491871178
1742900240.2068138,2060.0,274.865,1.1999999285,0.2565608025,1.1599999666,0.2444636226
1742900243.8177254,2065.0,275.625,6.7199997902,0.2374898791,2.8399999142,0.288813442
1742900247.3341835,2070.1,276.4,2.0799999237,0.473216027,2.9600000381,0.3138456345
1742900250.7959356,2075.0,277.155,4.6399998665,0.5872869492,0.400000006,0.5331582427
1742900254.3867605,2080.0,277.91,7.4000000954,0.9768018126,3.0,0.5550273657
1742900257.9617786,2085.0,278.68,5.5999999046,0.599973321,1.6799999475,0.363221854
1742900261.5117354,2090.1,279.44,9.3999996185,0.5876313448,1.2000000477,0.1504407227
1742900265.1320627,2095.0,280.2,8.6399993896,1.7433668375,0.3599999845,0.7094320059
1742900268.6897497,2100.0,280.96,1.3600000143,0.1632012725,0.4800000191,0.3795964718
1742900272.551887,2105.0,281.725,3.4399998188,0.4717043638,3.7999999523,0.71466434
1742900276.1047873,2110.1,282.5,4.9600000381,2.9120907784,2.2000000477,0.6190838218
1742900279.7390697,2115.0,283.255,7.1999998093,1.1248440742,3.2799999714,1.1591676474
1742900283.3029313,2120.0,284.01,4.4000000954,0.530358851,3.1199998856,0.7898570299
1742900286.7439349,2125.0,284.765,8.8000001907,1.7117862701,10.4000005722,0.8937827945
1742900290.3226516,2130.1,285.54,10.6000003815,1.2247809172,6.2399997711,0.4932941794
1742900293.818621,2135.0,286.3,9.0,1.4081566334,15.4000005722,0.4759383202
1742900297.245923,2140.0,287.05,22.8000011444,3.65483284,7.5999999046,0.6847371459
1742900300.7250109,2145.0,287.815,10.1999998093,2.2904469967,3.2000000477,1.4054601192
1742900304.1498644,2150.1,288.59,15.3999996185,1.7314778566,5.0,2.9082984924
1742900307.6008408,2155.0,289.34,15.0,1.68141222,12.0,1.9658727646
1742900310.9976494,2160.0,290.11,13.8000001907,2.9422588348,7.4000000954,1.3153246641
1742900314.4201405,2165.0,290.87,10.1999998093,2.0430150032,15.4000005722,0.8488236666
1742900317.818955,2170.1,291.65,19.6000003815,1.8937017918,5.0,2.9944095612
1742900321.4002762,2175.1,292.405,13.8000001907,4.7133588791,15.4000005722,1.4228345156
1742900324.8947978,2180.1,293.155,35.6000022888,7.1886210442,15.4000005722,3.2326245308
1742900328.3880804,2185.0,293.92,28.2000007629,8.4733181,15.4000005722,1.7589514256
1742900331.856377,2190.1,294.695,35.6000022888,8.8350687027,15.4000005722,1.7276557684
